,x,y,labels
0,-0.05017839134640689,0.024337877895779892,dxm
1,-0.012562818993408165,0.011937698753455437,dxm
2,0.11207511388777323,-0.11315286284614139,dxm
3,0.052316803463662916,-0.25013575549699496,dxm
4,0.07296271499252359,-0.19110849977991945,dxm
5,-0.5211350230991645,-0.31843669709945727,dxm
6,-0.849365660425149,-0.813887701584901,dxm
7,0.35946153241061907,0.26805093499263466,dxm
8,-0.08582508645535396,-0.3527910394638857,dxm
9,-0.0729711123891091,0.0847532690601233,dxm
10,0.44029184899853324,0.1728417739832798,dxm
11,0.1786561512772471,0.03372579376219886,dxm
12,0.46805151557371,-0.2481805149451046,dxm
13,-0.18339371258530945,0.4371746075894742,dxm
14,0.6938745108121805,-0.07668340494159487,dxm
15,0.0507160464311752,-0.43795242596354317,dxm
16,0.8160000168042864,-0.30035102270578173,dxm
17,0.309174906188067,-0.3252951384407624,dxm
18,-0.07005854878534115,-0.15149198471282357,dxm
19,-0.22517757270259808,-0.11757553056488551,dxm
20,0.7578619786232588,0.3258186784019624,dxm
21,0.05514428856068136,0.2670375250730743,dxm
22,0.7421994346496398,-0.6437831312745015,dxm
23,0.1810712531591433,-0.40472583131138923,dxm
24,-0.16727550413787282,-0.023741743224326938,dxm
25,0.12118722048169098,0.30091676651491756,dxm
26,-0.060123785143673385,-0.27397626313773965,dxm
27,-0.8031645099110399,-0.18621156002853329,dxm
28,-0.11094080961295354,0.19373055081471233,dxm
29,0.15362914135034347,-0.08127639778259624,dxm
30,0.030256453936835345,-0.5442582600393937,dxm
31,-0.6311546483571915,-0.4142784138649415,dxm
32,-0.7670474673766207,0.018394222539088106,dxm
33,0.17700125643084547,0.08796131376760483,dxm
34,0.13792351301536462,0.15611960767242544,dxm
35,-0.0021961790138157865,-0.03420183093404862,dxm
36,0.37097274719615336,-0.26683148868224665,dxm
37,0.8023734416085323,-0.5658588000214522,dxm
38,-0.5194778888333687,0.19475076195471355,dxm
39,0.042261196424526616,-0.09523225903724455,dxm
40,-1.7492422084169388,0.7215933735177601,dxm
41,0.4198906117431359,-0.2870122531014779,dxm
42,0.1418725386432242,0.06816737592027912,dxm
43,-0.5857080488025854,0.4244145812538307,dxm
44,-0.6008754887623736,0.9276753880684199,dxm
45,0.3785125158320809,-0.15942839445275653,dxm
46,-0.29945009666611766,0.14322254590364172,dxm
47,-0.46792617078262655,-0.5503194241218446,dxm
48,0.12882975123370308,0.16354448343990158,dxm
49,0.4407814820924534,-0.19895316729774132,dxm
50,-0.39183781679607255,-0.4431004831077043,dxm
51,0.06377532135355823,-0.1747698296592804,dxm
52,0.4753885121154384,0.45895788055226877,dxm
53,-0.04259098155240315,-0.018635582627194263,dxm
54,-0.6612811560217275,-0.8239597170902637,dxm
55,0.5455002995430271,-0.25558422749126564,dxm
56,0.28945829150243574,-0.25395644280439794,dxm
57,-0.042949433942847365,-0.1888002221570344,dxm
58,0.7627113498748498,-0.22422603235336744,dxm
59,0.6772445944365347,0.034543690760779976,dxm
60,0.18506306638080564,-0.4824598317474082,dxm
61,-0.17058774685478084,-0.9649914907081871,dxm
62,0.2623005054177694,-0.16659658897922927,dxm
63,-0.6186805298507088,-0.38935513362096635,dxm
64,0.2602940365591726,0.3447851548048197,dxm
65,0.20838713260688815,-0.23707125677521987,dxm
66,0.6075088203908445,0.6357744555481782,dxm
67,0.10185871883400774,-0.1399732444095608,dxm
68,-0.029770996723582487,0.10328654523513882,dxm
69,0.01792601415877313,-0.307185484064273,dxm
70,0.543838574257074,0.2714046330053347,dxm
71,0.24349600158646642,-0.1372515378021826,dxm
72,-0.16149426642857295,0.09560084570957676,dxm
73,0.12710261023039154,-0.21861177057250641,dxm
74,0.017335470451268827,0.3162528906488026,dxm
75,-0.09000663670128004,-0.08949329947847762,dxm
76,-0.7677362931512021,-0.644514624027423,dxm
77,-0.21137268831598574,-0.4999859993413694,dxm
78,-0.38578756909350753,-0.7109293761559305,dxm
79,0.01614570676187293,-0.05428963010413111,dxm
80,0.35008339627989155,-0.43576126963596007,dxm
81,-0.48470200031536254,-0.7134526391172429,dxm
82,-0.10124472389790984,-0.8245760036648888,dxm
83,0.29276439804411936,0.37589652719637084,dxm
84,0.1363078759635902,-1.0767421721362964,dxm
85,0.26575214694316474,-0.1415933983146598,dxm
86,0.4471595558942852,0.08168082911011104,dxm
87,0.3949977608131341,0.5365945283491317,dxm
88,-0.07528563513802743,-0.6309535033996947,dxm
89,0.2991342277000913,0.09689393467567792,dxm
90,0.3719373389808437,-0.2893467566894498,dxm
91,0.24048958215423902,-0.02971664985715922,dxm
92,-0.8358536810400266,0.6009079721126666,dxm
93,0.7175473248113645,0.1683026733995944,dxm
94,-0.7695737714564296,0.12815993583511492,dxm
95,-0.2690843768226523,-0.3987531698996167,dxm
96,-0.40954002360450836,0.38179525952854443,dxm
97,0.16580010821878763,0.19463142579114992,dxm
98,0.7465007234500081,0.16370347206714791,dxm
99,-0.6874739229482039,-0.0969624905861402,dxm
100,-0.9373484851904417,-0.27973102474790623,dxm
101,0.25447116273231324,-0.8924734456614417,dxm
102,0.042125287858593354,-0.2898830466193508,dxm
103,0.5106175261951518,-0.5397579110304388,dxm
104,0.7290110063577446,-0.018618639950383976,dxm
105,0.20406700755356322,0.1451969179109545,dxm
106,-0.5433499847192116,0.40400176548771344,dxm
107,0.2963320619979591,-0.666946572304296,dxm
108,0.2608364564851336,0.1287210196504801,dxm
109,-0.4148932186998405,-0.3180154026493676,dxm
110,-0.07096321266032159,-0.19807350863877268,dxm
111,0.08224103068101142,-0.01618488977946414,dxm
112,0.5837243021047689,-0.07910087885638722,dxm
113,-0.6094894515342858,-0.5730649781255429,dxm
114,0.2438497757425164,0.4422825379049059,dxm
115,-0.8235614919126285,0.41588738658297525,dxm
116,0.10256857850400276,0.8040195773919362,dxm
117,-0.25739909147642925,0.2469780325754469,dxm
118,0.10183505629823428,0.09066706792658911,dxm
119,0.24615363909213323,0.6533816855198757,dxm
120,-0.22309314785772655,-0.17883798195809758,dxm
121,0.39806867882987,0.45944245959160346,dxm
122,0.4083007436377632,0.6096191442421004,dxm
123,0.19125719416522352,0.6570852789308509,dxm
124,0.26278682856624513,-0.2613164232848583,dxm
125,0.3408989685408613,0.539123530083494,dxm
126,0.007934929048817927,-0.6006546312931298,dxm
127,0.1839523803169235,-0.035884111510948134,dxm
128,0.28261526007243415,0.23849087874594355,dxm
129,0.2498512316372197,-0.004485721250411398,dxm
130,-0.2821348999444439,-0.6067097992222678,dxm
131,-0.10961740213005551,0.1734179462742382,dxm
132,-0.1485842191717508,-0.43098449586475274,dxm
133,0.04440002472297882,0.6176939338640993,dxm
134,-0.2611366968952257,-0.35600261287961366,dxm
135,0.1425026329973084,-1.0302497546409202,amphetamine (adderall)
136,0.24918169585140656,-0.18082549345807644,amphetamine (adderall)
137,0.3965352041205961,0.7722797908169527,amphetamine (adderall)
138,-0.2667255782590744,-0.7142432776163651,amphetamine (adderall)
139,-0.2865286254645701,-0.7823896660297096,amphetamine (adderall)
140,0.7155015368050063,0.015167184817132147,amphetamine (adderall)
141,0.08415159504634005,-0.6821492525967047,amphetamine (adderall)
142,0.0714133239064102,0.5218651987295697,amphetamine (adderall)
143,-0.419863057587002,-0.280093844439237,amphetamine (adderall)
144,0.29979443836935826,-0.4431095364301894,amphetamine (adderall)
145,0.7406092897036262,-0.39513350733720526,amphetamine (adderall)
146,0.5173540890933044,-0.3976688017465556,amphetamine (adderall)
147,0.1481857304185756,-0.46271366826485494,amphetamine (adderall)
148,0.034914077481047454,-0.4128283859899125,amphetamine (adderall)
149,-0.4222744366274865,0.13197683535668336,lsd
150,0.4460980712353737,0.00893826677406874,lsd
151,0.05236274975979876,-0.12353944081848474,lsd
152,0.14267024688611246,-0.24132921484896097,lsd
153,0.5116670043233275,0.07675018862521203,lsd
154,0.22816639962641325,-0.3643946158288855,lsd
155,0.38123841200826086,0.44770184526553414,lsd
156,0.22995570707734428,-0.5245640933736972,lsd
157,0.39833770896379006,-0.07354473571347256,lsd
158,0.6029139849603034,0.03445816976046512,lsd
159,0.6236075849008431,0.13370652132840158,lsd
160,0.06614189676348588,0.17099198883016398,lsd
161,0.18445868939220403,0.29133373934035317,lsd
162,0.619634624372889,0.19478860478606305,lsd
163,-0.06547682467873511,0.4961611818783383,lsd
164,0.5223656044423977,0.39857154869459266,lsd
165,0.5171722543273548,-0.18764571949717274,lsd
166,0.29514417337770193,0.27088867365006236,lsd
167,-0.15222120080950235,0.7444810100416149,lsd
168,0.18867437960874536,0.4791687218956421,lsd
169,0.4259930854975245,-0.1576439906363767,lsd
170,-0.031077791082123753,-0.4606343534505024,lsd
171,0.3251062244158756,-0.69652900062586,lsd
172,0.40998790359955656,0.4965006520535798,lsd
173,-0.5702044115554653,0.7074031097023856,lsd
174,0.5357783401612161,0.02632783544219096,lsd
175,0.4769602118017738,0.5573835191478913,lsd
176,0.16796276111822886,0.0765269519738912,lsd
177,0.17989610968254904,0.35628975245610345,lsd
178,0.6096916029310928,0.2534512450881235,lsd
179,0.5443785641157673,-0.11553077088086398,lsd
180,0.26325307993336383,0.21936513150894232,lsd
181,0.8081985002944629,0.23837657599195908,lsd
182,0.12183706279283045,-0.5968300012300514,lsd
183,0.6598701496133271,0.049923636466043475,lsd
184,-0.7425763965193226,0.7757788880547497,lsd
185,0.5065653343453517,0.6473013972790718,lsd
186,0.23116815431979593,-0.059595700163703656,lsd
187,-0.47781097027958563,0.4185024323380278,lsd
188,-0.010466893433602315,-0.39604307713853315,lsd
189,0.1259065773462178,0.02518380901675478,lsd
190,-0.2794927834217896,0.4798022876416944,lsd
191,0.04926875244320087,0.02500290447687084,lsd
192,-0.08994786622428148,0.27211535353901917,lsd
193,0.38530417039174086,0.08400146023979681,lsd
194,0.42315973921521566,0.4211182294913711,lsd
195,-0.3792099537293321,0.40923375893989566,lsd
196,0.18472924306966632,0.6326057830088216,lsd
197,0.0838549561955624,-0.14038478874746269,lsd
198,0.34497202489182494,0.20455976445984544,lsd
199,0.7636257528430036,0.014566757693900282,lsd
200,0.12732849777200825,0.209013711919891,lsd
201,-0.18281415912610358,0.048874218014533594,lsd
202,-0.1600508863889121,0.29711510875721053,lsd
203,0.21640370712092355,0.1777680801035673,lsd
204,0.12202925064485526,0.6355190796995986,lsd
205,0.4535410294937249,-0.17981836362916684,lsd
206,0.3891463886516036,0.2538180243936926,lsd
207,0.6596683446728824,0.31083930573003105,lsd
208,-0.3523732280084854,0.2980540467350562,lsd
209,0.19482611245474485,-0.0727985925574772,lsd
210,0.6410548172482146,-0.03870693977712899,lsd
211,0.7658309800439811,0.41110693601522436,lsd
212,-0.09271414206367834,-0.309835795305007,lsd
213,0.3394645926830506,0.12516852575657952,lsd
214,0.5043587132108139,0.3276373843860707,lsd
215,-1.144828260987848,-0.8810539405554768,lsd
216,0.05888989439177094,0.5318032466490584,lsd
217,0.42339175764767983,0.20547016488773426,lsd
218,0.24830391001698346,0.10832263443192708,lsd
219,0.15970617137049875,-0.016945330363249248,lsd
220,0.022922356432055896,0.4851297344787986,lsd
221,0.7843563159421503,-0.316227259669556,lsd
222,0.6166268475415466,0.2780166823042308,lsd
223,-0.13093953865285657,-0.7012966996718801,lsd
224,0.5583825948998291,0.07888215407452973,lsd
225,0.6783807308828819,0.17394821688543466,lsd
226,0.46232975367696927,0.3107283723911514,lsd
227,0.42158990913334426,-0.36987989008727634,lsd
228,0.4045543999411008,0.4344859218763586,lsd
229,0.43866597400856994,0.22961740067401282,lsd
230,0.4632335520191312,0.20647571726122513,lsd
231,-0.043384618252931134,0.6077401694342982,lsd
232,-0.33490394566242715,0.06328518420924178,lsd
233,0.17572963808363692,0.28512731571283895,lsd
234,0.3970518227381112,-0.033437488359682466,lsd
235,0.4854704189905942,-0.13479956250070962,lsd
236,-0.10890777899571748,0.35312726764851676,lsd
237,0.3269477874871954,0.1554893355941638,lsd
238,0.03181139957588411,0.11990116739443749,lsd
239,-0.3674196388516208,-0.12239736504902918,lsd
240,-0.2628161595151371,0.17345202191109738,lsd
241,-0.23373290147963435,-0.13625100705830998,lsd
242,0.1347649322491093,0.0027864610507019236,lsd
243,-0.09459803976902495,-0.45351534653783937,lsd
244,-0.14668003191782594,0.5536713923320913,lsd
245,-0.21559976715091414,-0.20325416075020494,lsd
246,0.4263392168529515,0.21674684996342827,lsd
247,-0.45588098683660727,-0.5972866874685958,lsd
248,0.4035703895190724,0.5070037535288598,lsd
249,0.6133252383785425,0.5336706498235414,lsd
250,0.7820658833941504,0.35121171545647767,lsd
251,0.5620057517499347,0.3966719821009143,lsd
252,0.15654199904859883,0.29266558569411616,lsd
253,0.5078626628111425,0.161666617789087,lsd
254,-0.09588658804871573,0.3368440112226178,lsd
255,-0.36479834463972877,-0.599475934811953,lsd
256,0.9821196787388156,0.22396114355655525,lsd
257,0.05598808999346974,0.458090983955575,lsd
258,0.5163357547452779,-0.20484743634748345,lsd
259,-0.09075832793670056,0.5349578372967144,lsd
260,0.4858306360104617,-0.0016448199711688468,lsd
261,-0.30651545342596365,0.31665843528101373,lsd
262,-0.007298613805883001,0.5851710704125211,lsd
263,0.6745516889195154,-0.8392364823208974,lsd
264,0.19530184654643828,-0.004317807776420118,lsd
265,0.7298336632508298,-0.2387196095220235,lsd
266,-0.10851160528980912,0.43327668156746346,lsd
267,-0.13890419993307979,0.08704508611630107,lsd
268,0.3699560610954708,0.46665806448008995,lsd
269,0.3997108743300556,-0.04372274427971874,lsd
270,0.3948004468701592,0.6362761208776687,lsd
271,0.58482415364045,0.0936725314255682,lsd
272,-0.36752928316426314,-1.0774120809482677,lsd
273,0.9333506937541225,0.10477601742540489,lsd
274,-0.11070175864085698,0.9116990520422816,lsd
275,-0.1664805896880571,0.6006048620114145,lsd
276,0.8358642666358096,-0.044558435558945494,lsd
277,0.39838542054964193,0.34805090365120156,lsd
278,-0.11877387942063193,0.4507911322453752,lsd
279,0.344946563784315,0.15645151542811406,lsd
280,-0.34621306912847627,0.7117934158381074,lsd
281,-0.6069189727707021,0.34092092031304827,lsd
282,0.47915687978945143,-0.10657849851375821,lsd
283,0.23962351673674132,0.12466239000106896,lsd
284,0.03175480802842332,0.06799100392822063,lsd
285,0.460060617637791,-0.03201025349423611,lsd
286,0.765853871705583,0.21463838739099605,lsd
287,0.8059410347615065,-0.14601528506851827,lsd
288,0.09499507876265284,0.3057035158195084,lsd
289,0.6607976287673129,0.13770519943834053,lsd
290,0.18052477759717198,0.5228243936143249,lsd
291,0.4725796717087873,0.32110380851278936,lsd
292,0.5408265162801786,-0.6381266759665905,lsd
293,0.06481506121924144,0.1969537990003986,lsd
294,0.2360923548512348,0.16257718338022795,lsd
295,0.17389758738380998,0.5118555896662291,lsd
296,0.11615082411418438,0.25024193194622235,lsd
297,0.2316867054713826,0.30567461477623803,lsd
298,0.4756317643386032,0.16316508617589226,lsd
299,-0.22080391575645192,0.3284982299325963,lsd
300,0.17295852796963998,-0.02031991242484526,lsd
301,0.41826440827001354,0.27480527679965655,lsd
302,0.12371400247446988,0.45090549865746177,lsd
303,0.0540788129688075,0.2362302115993912,lsd
304,0.17579352952459976,0.8216657466553824,lsd
305,-0.1274070746399913,0.4251138599769781,lsd
306,0.41905640838812036,0.5424105384517235,lsd
307,0.2068316873923099,0.13864451875862996,lsd
308,0.7772465377574765,-0.018630348344128172,lsd
309,-0.011101077528559437,-0.22004030690330026,lsd
310,-0.2180802856942904,0.27527108060461086,lsd
311,0.6350385478665445,0.3665242607586662,lsd
312,0.054843926631571394,-0.05697494840748409,lsd
313,0.5617369110425379,0.8961785781689332,lsd
314,0.37903166519790504,0.02158930924220613,lsd
315,-0.2144337597310627,-0.27324986268494084,lsd
316,0.5336766668449833,0.5121622082114935,lsd
317,0.191360631717311,0.23242551430383218,lsd
318,0.3330803781806289,0.34689021541278864,lsd
319,-0.10784096875623879,-0.023408259867639215,lsd
320,0.833056270743078,-0.10168226230584762,lsd
321,0.31343578443297204,-0.0036657361772625984,lsd
322,-0.5956167531259089,0.5065062556212258,lsd
323,0.05519705889372475,0.0411907999260276,lsd
324,0.2934920922346288,0.40860406725030296,lsd
325,0.7864605946237827,-0.20345149117542374,lsd
326,-0.12051886335182976,0.7234812561930215,lsd
327,-0.023337077178959383,-0.05717313636864444,lsd
328,0.49002168511614863,0.32090807226561124,lsd
329,0.12052993442246443,-0.25560898703907864,lsd
330,0.8826437881382531,-0.2589039908547205,lsd
331,-0.58468991491151,-0.13421789567260314,lsd
332,0.021144240601155575,-0.5206482050365795,lsd
333,-0.23384290180767373,0.40668155609210077,lsd
334,0.2686326747506475,0.40865389356758547,lsd
335,0.39448710985005736,0.3824775384718656,lsd
336,0.2887352101602743,-0.2302517474208199,lsd
337,0.7186841175297333,0.11101165567746399,lsd
338,0.6210660775305383,0.4991023988952303,lsd
339,-0.684763983703202,-0.7416337830005092,lsd
340,0.22232042167932442,0.4892842244993464,lsd
341,0.07617481954076913,0.47549475829157767,lsd
342,-0.7218371488130138,0.15855950608993763,lsd
343,0.2745834698858593,0.29841886318202854,lsd
344,-0.09184033997140403,-0.5361043981428215,lsd
